codigo_recurso;descripcion;categoria;unidad_fuente;pais_codigo;moneda;precio_referencia;precio_min;precio_max;fuente;fecha_consulta;confianza;incluye_iva;incluye_transporte;origen;observaciones
MT-AGUA-OBRA;Agua para amasado, humectación de rellenos y compactación.;materiales;m3;ES;EUR;1.822785;1.381053;2.438095;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CONC-180;Concreto premezclado de resistencia 180 kg/cm2, puesto en obra.;materiales;m3;ES;EUR;92;82;105;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;si;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-CONC-210;Concreto premezclado de resistencia 210 kg/cm2, puesto en obra.;materiales;m3;ES;EUR;100;90;115;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;si;nacional;Hormigón HA-25 puesto en obra.
MT-CONC-250;Concreto premezclado de resistencia 250 kg/cm2, puesto en obra.;materiales;m3;ES;EUR;108;96;122;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;si;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-CEMENTO;Cemento Portland gris tipo I, en saco.;materiales;kg;ES;EUR;0.14;0.1;0.19;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Saco 25 kg a 2,50-4,75 € según almacén o retail; sin IVA ni porte."
MT-ACERO-CAB;Acero de refuerzo en cabillas corrugadas, límite elástico 4.200 kg/cm2, cortado y doblado.;materiales;kg;ES;EUR;1.15;0.95;1.4;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"B500S a 700-900 €/t en base; suministro cortado y puesto en obra."
MT-ALAMBRE;Alambre recocido para amarre de acero de refuerzo.;materiales;kg;ES;EUR;2.1;1.7;2.6;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-MALLA-ELEC;Malla electrosoldada de acero para refuerzo de losas y pisos.;materiales;m2;ES;EUR;5.5;4;7;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-SEPARADOR;Separador plástico o de mortero para garantizar el recubrimiento del acero de refuerzo.;materiales;ud;ES;EUR;0.091139;0.069053;0.121905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-FORM-MADERA;Encofrado de madera con sus puntales y arriostramientos, amortizado por número de usos.;materiales;m2;ES;EUR;10;8;14;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Encofrado de madera amortizado por uso.
MT-DESMOLD;Desmoldeante para encofrados, que facilita el desencofrado y protege la madera.;materiales;l;ES;EUR;3.189873;2.416842;4.266667;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-POLIET;Lámina de polietileno de alta densidad como barrera de vapor bajo losas de piso.;materiales;m2;ES;EUR;0.6;0.4;0.9;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-IMPERM-ASF;Impermeabilizante asfáltico en emulsión para protección de fundaciones y trasdós de muros.;materiales;l;ES;EUR;5.126582;3.884211;6.857143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADITIVO;Aditivo plastificante y reductor de agua para concreto.;materiales;l;ES;EUR;3.64557;2.762105;4.87619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TUBO-DREN;Tubería de drenaje perforada corrugada con geotextil, para drenaje de trasdós de muro.;materiales;m;ES;EUR;4.101266;3.107368;5.485714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-GEOTEXTIL;Geotextil no tejido para separación y filtro en drenajes y rellenos.;materiales;m2;ES;EUR;1.1;0.8;1.5;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-CURADOR;Curador químico de membrana para concreto, que retiene el agua de fraguado.;materiales;l;ES;EUR;3.873418;2.934737;5.180952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PERFIL-ACERO;Perfil estructural de acero laminado, suministrado cortado a medida.;materiales;kg;ES;EUR;2;1.6;2.4;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PLANCHA-ACERO;Plancha de acero para placas base, cartelas y conexiones.;materiales;kg;ES;EUR;2.506329;1.898947;3.352381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PERNO-ANCLA;Perno de anclaje de acero con tuerca y arandela, para fijación de placa base.;materiales;ud;ES;EUR;2.506329;1.898947;3.352381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TORNILLO-EST;Tornillería estructural de alta resistencia con tuerca y arandelas.;materiales;ud;ES;EUR;1.367089;1.035789;1.828571;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELECTRODO;Electrodo revestido para soldadura estructural por arco eléctrico.;materiales;kg;ES;EUR;4.5;3;6;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PINT-ANTICORR;Imprimación anticorrosiva de fondo para estructura metálica.;materiales;l;ES;EUR;9.113924;6.905263;12.190476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-EST;Madera estructural aserrada y cepillada, de escuadría según proyecto.;materiales;m3;ES;EUR;520;420;620;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-HERRAJE-MAD;Herraje o conector metálico galvanizado para uniones de estructura de madera.;materiales;ud;ES;EUR;6.265823;4.747368;8.380952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PRESERV-MAD;Preservante fungicida e insecticida para protección de madera estructural.;materiales;l;ES;EUR;7.291139;5.524211;9.752381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VIGUETA;Vigueta prefabricada pretensada de concreto para losa de entrepiso.;materiales;m;ES;EUR;9.683544;7.336842;12.952381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-BLOQUE-ALIV;Bloque de arcilla de aliviano para losa nervada.;materiales;ud;ES;EUR;1.082278;0.82;1.447619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ANIME-ALIV;Bloque de poliestireno expandido de aliviano para losa nervada, de menor peso propio.;materiales;ud;ES;EUR;1.822785;1.381053;2.438095;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CONC-300;Concreto premezclado de resistencia 300 kg/cm2, puesto en obra.;materiales;m3;ES;EUR;118;105;132;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;si;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-EPOXI-ANCLA;Resina epóxica bicomponente para anclaje químico de barras y para inyección de fisuras.;materiales;l;ES;EUR;108.227848;82;144.761905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-FIBRA-CARB;Tejido de fibra de carbono unidireccional con su resina de saturación, para refuerzo estructural.;materiales;m2;ES;EUR;54.683544;41.431579;73.142857;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MORT-REP-EST;Mortero tixotrópico de reparación estructural, de retracción compensada y con inhibidor de corrosión.;materiales;kg;ES;EUR;2.734177;2.071579;3.657143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PUENTE-ADH;Puente de adherencia epóxico entre concreto endurecido y concreto o mortero nuevo.;materiales;l;ES;EUR;22.78481;17.263158;30.47619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-GROUT;Grout fluido de alta resistencia y retracción compensada, para nivelación de apoyos y relleno de placas base.;materiales;kg;ES;EUR;2.506329;1.898947;3.352381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PASIVANTE;Recubrimiento pasivante de base cementosa con inhibidor, para protección de acero de refuerzo corroído.;materiales;l;ES;EUR;11.164557;8.458947;14.933333;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-BLQ-15;Bloque de concreto hueco de 15x20x40 cm.;materiales;ud;ES;EUR;1.5;1.2;1.9;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-BLQ-20;Bloque de concreto hueco de 20x20x40 cm.;materiales;ud;ES;EUR;2.3;1.8;2.8;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-BLQ-ARC-10;Bloque hueco de arcilla de 10x20x30 cm.;materiales;ud;ES;EUR;0.432911;0.328;0.579048;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-BLQ-ARC-15;Bloque hueco de arcilla de 15x20x30 cm.;materiales;ud;ES;EUR;0.45;0.35;0.55;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Ladrillo hueco doble a 180-280 €/millar.
MT-LADRILLO;Ladrillo macizo de arcilla cocida.;materiales;ud;ES;EUR;0.35;0.25;0.45;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-BLQ-VIDRIO;Bloque de vidrio de 19x19x8 cm, con sus separadores y refuerzo de junta.;materiales;ud;ES;EUR;7.860759;5.955789;10.514286;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLACA-CEM;Placa de cemento reforzada con fibra, apta para áreas húmedas y exteriores.;materiales;m2;ES;EUR;10.481013;7.941053;14.019048;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PYL-PLACA-RH;Placa de yeso laminado resistente a la humedad, de 12,5 mm, para áreas húmedas.;materiales;m2;ES;EUR;8.2;7;9.5;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Placa H1 resistente a la humedad 12,5-13 mm.
MT-DINTEL-PREF;Dintel prefabricado de concreto armado para vanos de puerta y ventana.;materiales;m;ES;EUR;7.405063;5.610526;9.904762;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PANEL-LIV;Panel liviano prefabricado de núcleo aligerado con caras de mortero, para tabiquería.;materiales;m2;ES;EUR;15.949367;12.084211;21.333333;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MACHIH-MAD;Machihembrado de madera para divisiones y forros interiores.;materiales;m2;ES;EUR;12.531646;9.494737;16.761905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MALLA-JUNTA;Malla o banda de refuerzo para juntas entre materiales distintos y encuentros con estructura.;materiales;m;ES;EUR;1.367089;1.035789;1.828571;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SELLA-ELAST;Sellador elástico de poliuretano para juntas de movimiento y encuentros.;materiales;l;ES;EUR;36.455696;27.621053;48.761905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ANCLA-MURO;Conector o anclaje metálico de amarre de pared a estructura de concreto.;materiales;ud;ES;EUR;0.740506;0.561053;0.990476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-REFUERZO-PYL;Refuerzo interior de madera o perfil metálico para anclaje de cargas en tabique de yeso laminado.;materiales;m;ES;EUR;3.64557;2.762105;4.87619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-HIDROFUGO;Aditivo hidrófugo de masa para morteros de friso en exteriores y áreas húmedas.;materiales;l;ES;EUR;4.78481;3.625263;6.4;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MORT-IMPER;Mortero impermeabilizante cementoso bicomponente, flexible, para áreas húmedas bajo enchapado.;materiales;kg;ES;EUR;1.424051;1.078947;1.904762;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PASTA-YESO;Pasta de yeso para friso y enlucido de paramentos interiores.;materiales;kg;ES;EUR;0.42;0.3;0.6;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ESTUCO-FINO;Pasta de acabado fino para estucado y alisado de paramentos interiores.;materiales;kg;ES;EUR;1.651899;1.251579;2.209524;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MOLDURA-YESO;Moldura corrida de yeso o poliuretano para remates decorativos, con su pasta de agarre.;materiales;m;ES;EUR;3.64557;2.762105;4.87619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PERFIL-REMATE;Perfil de aluminio o PVC para remate, esquinero y transición en enchapados.;materiales;m;ES;EUR;2.962025;2.244211;3.961905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ANCLA-PIEDRA;Anclaje metálico de acero inoxidable para fijación mecánica de piezas de piedra natural.;materiales;ud;ES;EUR;1.481013;1.122105;1.980952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-PIEDRA;Adhesivo cementoso blanco de altas prestaciones, específico para piedra natural sensible a manchas.;materiales;kg;ES;EUR;0.524051;0.397053;0.700952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CONS-PULIDO;Consumibles de pulido y abrillantado: discos diamantados, abrasivos y cristalizador.;materiales;m2;ES;EUR;2.734177;2.071579;3.657143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SELLA-PIEDRA;Sellador hidrofugante y antimanchas para piedra natural y porcelanato poroso.;materiales;l;ES;EUR;13.670886;10.357895;18.285714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PEGA-MURAL;Pegamento mural para papel tapiz y revestimientos textiles.;materiales;kg;ES;EUR;3.531646;2.675789;4.72381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ESTUCO-VEN;Pasta de estuco veneciano a la cal, para acabado decorativo pulido.;materiales;kg;ES;EUR;6.835443;5.178947;9.142857;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MICROCEM;Microcemento bicomponente con su resina y malla de refuerzo, para revestimiento continuo.;materiales;kg;ES;EUR;6.265823;4.747368;8.380952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MANTA-ACUS;Manta acústica de polietileno reticulado para piso laminado flotante.;materiales;m2;ES;EUR;1.481013;1.122105;1.980952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-MADERA;Adhesivo de poliuretano para encolado de parquet y madera sobre afirmado.;materiales;kg;ES;EUR;3.873418;2.934737;5.180952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-BARNIZ-PISO;Barniz de poliuretano de alto tránsito para acabado de pisos de madera.;materiales;l;ES;EUR;10.822785;8.2;14.47619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ADH-VINIL;Adhesivo acrílico para revestimientos flexibles de piso, vinílico y linóleo.;materiales;kg;ES;EUR;3.189873;2.416842;4.266667;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ENDURECEDOR;Endurecedor superficial de cuarzo y cemento para pisos de concreto de alto tránsito.;materiales;kg;ES;EUR;0.968354;0.733684;1.295238;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-EPOXI-PISO;Resina epóxica bicomponente autonivelante para piso continuo, con su imprimación.;materiales;kg;ES;EUR;17.088608;12.947368;22.857143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-DESMOLD-COLOR;Desmoldeante en polvo con pigmento para concreto estampado.;materiales;kg;ES;EUR;4.101266;3.107368;5.485714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SELLA-CONC;Sellador acrílico de protección y realce para pisos de concreto y estampados.;materiales;l;ES;EUR;7.291139;5.524211;9.752381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PERFIL-TRANS;Perfil de transición de aluminio entre pisos de distinto material o nivel.;materiales;m;ES;EUR;4.329114;3.28;5.790476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-JUNTA-DILAT;Perfil de junta de dilatación para piso, con su elemento elástico.;materiales;m;ES;EUR;5.924051;4.488421;7.92381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CINTA-ANTIDES;Cinta o perfil antideslizante para narices de peldaño.;materiales;m;ES;EUR;5.240506;3.970526;7.009524;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-GRANO-MARMOL;Grano de mármol seleccionado para granito vaciado en sitio.;materiales;kg;ES;EUR;0.512658;0.388421;0.685714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLATINA-DIV;Platina divisoria de aluminio o bronce para juntas de granito vaciado en sitio.;materiales;m;ES;EUR;2.392405;1.812632;3.2;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CIELO-DESM;Panel de fibra mineral de 60x60 cm para cielo raso desmontable.;materiales;m2;ES;EUR;11;8;14;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Falso techo desmontable de fibra mineral 60x60.
MT-PERF-DESM;Perfilería vista en T y ángulo perimetral, con tensores, para cielo raso desmontable.;materiales;m2;ES;EUR;6.265823;4.747368;8.380952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CIELO-PVC;Lámina de PVC machihembrada para cielo raso, con sus perfiles de remate.;materiales;m2;ES;EUR;18.227848;13.810526;24.380952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CIELO-METAL;Lámina metálica lineal o en bandeja para cielo raso, prelacada.;materiales;m2;ES;EUR;15.949367;12.084211;21.333333;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-REGISTRO;Tapa de registro practicable para cielo raso, con su marco.;materiales;ud;ES;EUR;13.670886;10.357895;18.285714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
