capitulo;capitulo_nombre;codigo;nombre;estado;partidas_actuales;apartados_actuales;objetivo_minimo;objetivo_amplio;brecha_minima;brecha_amplia;operaciones_requeridas;variaciones_requeridas
12;Revestimientos y acabados;12.03;Enchapados de pared de piezas rígidas;completa;31;2;29;44;0;13;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.04;Revestimientos decorativos y especiales de pared;completa;28;1;28;43;0;15;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.05;Pisos, pavimentos y sus bases;completa;46;6;33;50;0;4;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.06;Escaleras, rodapiés, juntas y remates de piso;completa;29;2;29;44;0;15;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.07;Trasdosados y forros interiores;avanzada;27;3;28;43;1;16;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.08;Cielos rasos continuos;avanzada;26;1;28;43;2;17;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.09;Cielos rasos desmontables y ligeros;avanzada;27;4;28;43;1;16;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.10;Pintura interior;completa;29;1;29;44;0;15;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.11;Pintura exterior;avanzada;25;1;28;42;3;17;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.12;Pintura y protección de madera y metal;avanzada;26;2;28;43;2;17;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.13;Recubrimientos continuos, industriales y decorativos;avanzada;23;1;27;41;4;18;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
12;Revestimientos y acabados;12.14;Tratamientos de protección y restauración de acabados;avanzada;24;3;27;41;3;17;preparacion_soporte | suministro_colocacion | solo_colocacion | reparacion | sustitucion | juntas_remates | proteccion_limpieza;soporte | material | formato | interior_exterior | humedad | transito | acabado | metodo_colocacion
13;Equipamiento, mobiliario y señalización;13.01;Mobiliario de cocina;completa;18;1;16;28;0;10;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.02;Mesones, topes y salpicaderos;completa;16;1;16;27;0;11;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.03;Mobiliario y equipamiento de baño;completa;16;1;16;27;0;11;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.04;Closets, alacenas y almacenamiento fijo;completa;16;1;16;27;0;11;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.05;Electrodomésticos y equipos integrados;avanzada;14;1;15;26;1;12;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.06;Equipamiento accesible y ayudas técnicas;avanzada;14;1;15;26;1;12;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.07;Señalización interior y exterior;avanzada;14;1;15;26;1;12;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.08;Equipamiento comercial, oficina y áreas comunes;completa;17;1;16;27;0;10;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
13;Equipamiento, mobiliario y señalización;13.09;Equipamiento deportivo, recreativo y especial;completa;15;1;15;26;0;11;suministro_montaje | solo_montaje | ajuste | reparacion | sustitucion | mantenimiento;material | modulo | dimensiones | acabado | accesibilidad | tipo_equipo
14;Obras exteriores y urbanismo;14.01;Pavimentos exteriores;completa;16;1;15;26;0;10;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.02;Aceras, brocales, rampas y escaleras exteriores;completa;14;1;14;24;0;10;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.03;Drenaje exterior;completa;14;1;14;25;0;11;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.04;Muros, cercas y cerramientos de parcela;completa;16;1;15;26;0;10;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.05;Portones y accesos exteriores;completa;14;1;14;25;0;11;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.06;Jardinería y tratamiento del terreno;completa;15;1;15;26;0;11;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.07;Redes de riego;completa;14;1;14;25;0;11;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.08;Redes exteriores de servicios;completa;14;1;14;25;0;11;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.09;Iluminación exterior;avanzada;14;1;15;26;1;12;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.10;Piscinas y áreas recreativas;avanzada;14;1;15;26;1;12;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
14;Obras exteriores y urbanismo;14.11;Pérgolas, jardineras y mobiliario exterior;completa;15;1;15;26;0;11;preparacion | suministro_ejecucion | solo_ejecucion | reparacion | sustitucion | mantenimiento | pruebas;uso_peatonal_vehicular | material | drenaje | exposicion | vegetacion | caudal | mantenimiento
15;Gestión de residuos y limpieza;15.01;Clasificación y acopio de residuos;parcial;2;1;8;14;6;12;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
15;Gestión de residuos y limpieza;15.02;Bajada, carga y movimiento interno de escombros;critica;1;1;7;13;6;12;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
15;Gestión de residuos y limpieza;15.03;Contenedores y medios de almacenamiento;critica;1;1;7;13;6;12;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
15;Gestión de residuos y limpieza;15.04;Transporte y disposición autorizada;critica;1;1;7;13;6;12;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
15;Gestión de residuos y limpieza;15.05;Residuos especiales o peligrosos;sin_cobertura;0;0;5;9;5;9;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
15;Gestión de residuos y limpieza;15.06;Limpieza durante la obra;critica;1;1;7;13;6;12;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
15;Gestión de residuos y limpieza;15.07;Limpieza final y entrega;critica;2;1;9;15;7;13;clasificacion | acopio | movimiento_interno | carga | transporte | disposicion | limpieza;tipo_residuo | medio_acopio | altura_bajada | distancia | frecuencia | tratamiento
16;Control de calidad y ensayos;16.01;Ensayos de concreto, acero y mampostería;sin_cobertura;0;0;10;16;10;16;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.02;Inspección de soldaduras, anclajes y estructura;sin_cobertura;0;0;10;16;10;16;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.03;Pruebas de impermeabilización y estanqueidad;sin_cobertura;0;0;10;16;10;16;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.04;Pruebas de instalaciones sanitarias;sin_cobertura;0;0;10;16;10;16;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.05;Pruebas eléctricas y de puesta a tierra;sin_cobertura;0;0;10;16;10;16;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.06;Pruebas de climatización, ventilación y balanceo;sin_cobertura;0;0;10;16;10;16;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.07;Termografía, humedad y diagnóstico no destructivo;sin_cobertura;0;0;10;17;10;17;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
16;Control de calidad y ensayos;16.08;Puesta en marcha, protocolos y documentación final;sin_cobertura;0;0;10;17;10;17;inspeccion | toma_muestra | ensayo | prueba_servicio | informe | puesta_marcha;sistema_ensayado | norma | numero_muestras | destructivo_no_destructivo | informe
17;Seguridad y salud en obra;17.01;Protecciones colectivas;parcial;2;1;8;13;6;11;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.02;Equipos de protección individual;critica;1;1;7;12;6;11;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.03;Señalización, delimitación y control de accesos;parcial;2;1;8;14;6;12;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.04;Seguridad en trabajos en altura;critica;2;2;9;15;7;13;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.05;Seguridad en excavaciones y espacios confinados;sin_cobertura;0;0;5;8;5;8;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.06;Protección contra incendios durante la obra;sin_cobertura;0;0;5;8;5;8;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.07;Instalaciones de higiene y bienestar;critica;2;1;9;15;7;13;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
17;Seguridad y salud en obra;17.08;Gestión, formación y documentación preventiva;critica;2;1;9;15;7;13;suministro | instalacion | permanencia | mantenimiento | retiro | formacion_documentacion;riesgo | duracion | numero_trabajadores | altura | proteccion_colectiva_individual
18;Rehabilitación energética;18.01;Diagnóstico y evaluación energética;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.02;Mejora térmica de fachadas;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.03;Mejora térmica de techos y cubiertas;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.04;Mejora térmica de pisos y entrepisos;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.05;Sustitución y mejora de ventanas y vidrios;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.06;Protección solar y control de ganancias térmicas;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.07;Mejora de climatización y ventilación;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.08;Iluminación eficiente y control;sin_cobertura;0;0;11;21;11;21;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
18;Rehabilitación energética;18.09;Incorporación de energías renovables;sin_cobertura;0;0;12;22;12;22;diagnostico | suministro_instalacion | mejora | regulacion | prueba | medicion_ahorro | mantenimiento;elemento_envolvente | clima | aislamiento | eficiencia_equipo | control | renovable | medicion
