codigo_recurso;descripcion;categoria;unidad_fuente;pais_codigo;moneda;precio_referencia;precio_min;precio_max;fuente;fecha_consulta;confianza;incluye_iva;incluye_transporte;origen;observaciones
MT-OXI-CONS;Consumibles de oxicorte y soldadura: gas, boquillas y discos de corte de metal.;materiales;ud;EC;USD;3.185;2.7625;3.64;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-CARTON;Cartón corrugado en rollo para protección de pisos y superficies terminadas durante la obra.;materiales;m2;CO;COP;1867.65553;1407.589286;2335.203366;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-CARTON;Cartón corrugado en rollo para protección de pisos y superficies terminadas durante la obra.;materiales;m2;PE;PEN;1.458824;1.022727;1.670588;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-CARTON;Cartón corrugado en rollo para protección de pisos y superficies terminadas durante la obra.;materiales;m2;MX;MXN;8.925;6.98125;11.926786;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-CARTON;Cartón corrugado en rollo para protección de pisos y superficies terminadas durante la obra.;materiales;m2;EC;USD;0.3675;0.31875;0.42;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-PLAST;Lámina de polietileno para protección de mobiliario, cerramiento de ambientes y barreras antipolvo.;materiales;m2;CO;COP;1162.096774;875.833333;1453.015428;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-PLAST;Lámina de polietileno para protección de mobiliario, cerramiento de ambientes y barreras antipolvo.;materiales;m2;PE;PEN;0.907712;0.636364;1.039477;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-PLAST;Lámina de polietileno para protección de mobiliario, cerramiento de ambientes y barreras antipolvo.;materiales;m2;MX;MXN;5.553333;4.343889;7.421111;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-PLAST;Lámina de polietileno para protección de mobiliario, cerramiento de ambientes y barreras antipolvo.;materiales;m2;EC;USD;0.228667;0.198333;0.261333;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CINTA-ENM;Rollo de cinta de enmascarar y cinta adhesiva de embalaje para fijación de protecciones.;materiales;ud;CO;COP;4980.414747;3753.571429;6227.208976;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CINTA-ENM;Rollo de cinta de enmascarar y cinta adhesiva de embalaje para fijación de protecciones.;materiales;ud;PE;PEN;3.890196;2.727273;4.454902;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CINTA-ENM;Rollo de cinta de enmascarar y cinta adhesiva de embalaje para fijación de protecciones.;materiales;ud;MX;MXN;23.8;18.616667;31.804762;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CINTA-ENM;Rollo de cinta de enmascarar y cinta adhesiva de embalaje para fijación de protecciones.;materiales;ud;EC;USD;0.98;0.85;1.12;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ZIPPER;Cierre tipo cremallera autoadhesivo para paso de personal a través de barrera antipolvo.;materiales;ud;CO;COP;15771.313364;11886.309524;19719.495091;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ZIPPER;Cierre tipo cremallera autoadhesivo para paso de personal a través de barrera antipolvo.;materiales;ud;PE;PEN;12.318954;8.636364;14.10719;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ZIPPER;Cierre tipo cremallera autoadhesivo para paso de personal a través de barrera antipolvo.;materiales;ud;MX;MXN;75.366667;58.952778;100.715079;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ZIPPER;Cierre tipo cremallera autoadhesivo para paso de personal a través de barrera antipolvo.;materiales;ud;EC;USD;3.103333;2.691667;3.546667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-LISTON;Listón de madera de obra para bastidores, marcos de cerramiento provisional y rastreles.;materiales;m;CO;COP;8093.173963;6099.553571;10119.214586;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-LISTON;Listón de madera de obra para bastidores, marcos de cerramiento provisional y rastreles.;materiales;m;PE;PEN;6.321569;4.431818;7.239216;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-LISTON;Listón de madera de obra para bastidores, marcos de cerramiento provisional y rastreles.;materiales;m;MX;MXN;38.675;30.252083;51.682738;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-LISTON;Listón de madera de obra para bastidores, marcos de cerramiento provisional y rastreles.;materiales;m;EC;USD;1.5925;1.38125;1.82;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMINA-OSB;Lámina de madera contrachapada u OSB para cerramiento provisional de vanos y protecciones rígidas.;materiales;m2;CO;COP;43578.629032;32843.75;54488.078541;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMINA-OSB;Lámina de madera contrachapada u OSB para cerramiento provisional de vanos y protecciones rígidas.;materiales;m2;PE;PEN;34.039216;23.863636;38.980392;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMINA-OSB;Lámina de madera contrachapada u OSB para cerramiento provisional de vanos y protecciones rígidas.;materiales;m2;MX;MXN;208.25;162.895833;278.291667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMINA-OSB;Lámina de madera contrachapada u OSB para cerramiento provisional de vanos y protecciones rígidas.;materiales;m2;EC;USD;8.575;7.4375;9.8;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MALLA-OBRA;Malla plástica de señalización para cerramiento perimetral y delimitación de zonas de obra.;materiales;m2;CO;COP;3735.31106;2815.178571;4670.406732;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MALLA-OBRA;Malla plástica de señalización para cerramiento perimetral y delimitación de zonas de obra.;materiales;m2;PE;PEN;2.917647;2.045455;3.341176;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MALLA-OBRA;Malla plástica de señalización para cerramiento perimetral y delimitación de zonas de obra.;materiales;m2;MX;MXN;17.85;13.9625;23.853571;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MALLA-OBRA;Malla plástica de señalización para cerramiento perimetral y delimitación de zonas de obra.;materiales;m2;EC;USD;0.735;0.6375;0.84;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CLAVOS;Clavos, tornillos y elementos de fijación de uso general en obra.;materiales;kg;CO;COP;10790.898618;8132.738095;13492.286115;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CLAVOS;Clavos, tornillos y elementos de fijación de uso general en obra.;materiales;kg;PE;PEN;8.428758;5.909091;9.652288;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CLAVOS;Clavos, tornillos y elementos de fijación de uso general en obra.;materiales;kg;MX;MXN;51.566667;40.336111;68.910317;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CLAVOS;Clavos, tornillos y elementos de fijación de uso general en obra.;materiales;kg;EC;USD;2.123333;1.841667;2.426667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VIGA-APEO;Viga o durmiente de madera de reparto para apeos y apuntalamientos.;materiales;m;CO;COP;12036.002304;9071.130952;15049.088359;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VIGA-APEO;Viga o durmiente de madera de reparto para apeos y apuntalamientos.;materiales;m;PE;PEN;9.401307;6.590909;10.766013;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VIGA-APEO;Viga o durmiente de madera de reparto para apeos y apuntalamientos.;materiales;m;MX;MXN;57.516667;44.990278;76.861508;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VIGA-APEO;Viga o durmiente de madera de reparto para apeos y apuntalamientos.;materiales;m;EC;USD;2.368333;2.054167;2.706667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-PROV;Cable encauchetado para instalación eléctrica provisional de obra.;materiales;m;CO;COP;17431.451613;13137.5;21795.231417;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-PROV;Cable encauchetado para instalación eléctrica provisional de obra.;materiales;m;PE;PEN;13.615686;9.545455;15.592157;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-PROV;Cable encauchetado para instalación eléctrica provisional de obra.;materiales;m;MX;MXN;83.3;65.158333;111.316667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-PROV;Cable encauchetado para instalación eléctrica provisional de obra.;materiales;m;EC;USD;3.43;2.975;3.92;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TABLERO-PROV;Tablero eléctrico provisional de obra con interruptor diferencial y protecciones, amortizado por uso.;materiales;ud;CO;COP;186765.552995;140758.928571;233520.336606;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TABLERO-PROV;Tablero eléctrico provisional de obra con interruptor diferencial y protecciones, amortizado por uso.;materiales;ud;PE;PEN;145.882353;102.272727;167.058824;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TABLERO-PROV;Tablero eléctrico provisional de obra con interruptor diferencial y protecciones, amortizado por uso.;materiales;ud;MX;MXN;892.5;698.125;1192.678571;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TABLERO-PROV;Tablero eléctrico provisional de obra con interruptor diferencial y protecciones, amortizado por uso.;materiales;ud;EC;USD;36.75;31.875;42;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMP-OBRA;Reflector o lámpara de obra con su portalámparas y protección, amortizado por uso.;materiales;ud;CO;COP;39428.28341;29715.77381;49298.737728;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMP-OBRA;Reflector o lámpara de obra con su portalámparas y protección, amortizado por uso.;materiales;ud;PE;PEN;30.797386;21.590909;35.267974;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMP-OBRA;Reflector o lámpara de obra con su portalámparas y protección, amortizado por uso.;materiales;ud;MX;MXN;188.416667;147.381944;251.787698;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMP-OBRA;Reflector o lámpara de obra con su portalámparas y protección, amortizado por uso.;materiales;ud;EC;USD;7.758333;6.729167;8.866667;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MANGUERA;Manguera reforzada para red de agua provisional de obra.;materiales;m;CO;COP;3527.793779;2658.779762;4410.939691;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MANGUERA;Manguera reforzada para red de agua provisional de obra.;materiales;m;PE;PEN;2.755556;1.931818;3.155556;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MANGUERA;Manguera reforzada para red de agua provisional de obra.;materiales;m;MX;MXN;16.858333;13.186806;22.528373;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MANGUERA;Manguera reforzada para red de agua provisional de obra.;materiales;m;EC;USD;0.694167;0.602083;0.793333;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LLAVE-PROV;Llave de paso, adaptadores y accesorios para punto de agua provisional.;materiales;ud;CO;COP;24902.073733;18767.857143;31136.044881;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LLAVE-PROV;Llave de paso, adaptadores y accesorios para punto de agua provisional.;materiales;ud;PE;PEN;19.45098;13.636364;22.27451;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LLAVE-PROV;Llave de paso, adaptadores y accesorios para punto de agua provisional.;materiales;ud;MX;MXN;119;93.083333;159.02381;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LLAVE-PROV;Llave de paso, adaptadores y accesorios para punto de agua provisional.;materiales;ud;EC;USD;4.9;4.25;5.6;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SENAL-OBRA;Señal de advertencia, cinta de peligro y conos de delimitación de obra.;materiales;ud;CO;COP;22826.900922;17203.869048;28541.374474;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SENAL-OBRA;Señal de advertencia, cinta de peligro y conos de delimitación de obra.;materiales;ud;PE;PEN;17.830065;12.5;20.418301;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SENAL-OBRA;Señal de advertencia, cinta de peligro y conos de delimitación de obra.;materiales;ud;MX;MXN;109.083333;85.326389;145.771825;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SENAL-OBRA;Señal de advertencia, cinta de peligro y conos de delimitación de obra.;materiales;ud;EC;USD;4.491667;3.895833;5.133333;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ARENA;Arena lavada de río, puesta en obra, para camas de asiento y rellenos de zanja.;materiales;m3;CO;COP;100000;80000;220000;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ARENA;Arena lavada de río, puesta en obra, para camas de asiento y rellenos de zanja.;materiales;m3;PE;PEN;85;50;110;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ARENA;Arena lavada de río, puesta en obra, para camas de asiento y rellenos de zanja.;materiales;m3;MX;MXN;600;280;900;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ARENA;Arena lavada de río, puesta en obra, para camas de asiento y rellenos de zanja.;materiales;m3;EC;USD;20;18;28;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PIEDRA-PIC;Piedra picada de granulometría corriente, puesta en obra, para bases y drenajes.;materiales;m3;CO;COP;115000;90000;240000;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PIEDRA-PIC;Piedra picada de granulometría corriente, puesta en obra, para bases y drenajes.;materiales;m3;PE;PEN;100;65;140;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PIEDRA-PIC;Piedra picada de granulometría corriente, puesta en obra, para bases y drenajes.;materiales;m3;MX;MXN;500;320;750;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PIEDRA-PIC;Piedra picada de granulometría corriente, puesta en obra, para bases y drenajes.;materiales;m3;EC;USD;20;16;25;docs/INVESTIGACION_PRECIOS_RONDA_1.md;2026-08-19;referencia;por_verificar;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-MAT-PRESTAMO;Material granular seleccionado de préstamo, tipo granzón natural, puesto en obra para rellenos compactados.;materiales;m3;CO;COP;66405.529954;50047.619048;83029.453015;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MAT-PRESTAMO;Material granular seleccionado de préstamo, tipo granzón natural, puesto en obra para rellenos compactados.;materiales;m3;PE;PEN;51.869281;36.363636;59.398693;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MAT-PRESTAMO;Material granular seleccionado de préstamo, tipo granzón natural, puesto en obra para rellenos compactados.;materiales;m3;MX;MXN;317.333333;248.222222;424.063492;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MAT-PRESTAMO;Material granular seleccionado de préstamo, tipo granzón natural, puesto en obra para rellenos compactados.;materiales;m3;EC;USD;13.066667;11.333333;14.933333;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-ENTIB;Tablón y puntal de madera para entibado de zanja, con amortización por número de usos.;materiales;m2;CO;COP;14111.175115;10635.119048;17643.758766;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-ENTIB;Tablón y puntal de madera para entibado de zanja, con amortización por número de usos.;materiales;m2;PE;PEN;11.022222;7.727273;12.622222;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-ENTIB;Tablón y puntal de madera para entibado de zanja, con amortización por número de usos.;materiales;m2;MX;MXN;67.433333;52.747222;90.113492;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-ENTIB;Tablón y puntal de madera para entibado de zanja, con amortización por número de usos.;materiales;m2;EC;USD;2.776667;2.408333;3.173333;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CANON-TIERRA;Canon de vertido de tierra y material de excavación en botadero autorizado.;materiales;m3;CO;COP;11620.967742;8758.333333;14530.154278;docs/METODOLOGIA_PRECIOS_REFERENCIA_LATAM.md;2026-08-20;derivado;por_verificar;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
